time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.Latitude,.Longitude,.Altitude,.Easting,.Northing,.Zone_nos,.Zone_let
2022/02/08/11:50:39.497549,53,0,0,,42.34067666666667,-71.09821333333333,7.2,327157.25826454366,4689734.414410994,19.0,T
2022/02/08/11:50:40.510722,54,0,0,,42.34067666666667,-71.09821333333333,7.2,327157.25826454366,4689734.414410994,19.0,T
2022/02/08/11:50:41.490321,55,0,0,,42.34067666666667,-71.09821333333333,7.2,327157.25826454366,4689734.414410994,19.0,T
2022/02/08/11:50:42.513880,56,0,0,,42.34067666666667,-71.09821333333333,7.2,327157.25826454366,4689734.414410994,19.0,T
2022/02/08/11:50:43.528100,57,0,0,,42.34067666666667,-71.09821333333333,7.2,327157.25826454366,4689734.414410994,19.0,T
2022/02/08/11:50:44.514047,58,0,0,,42.34067666666667,-71.09821333333333,7.2,327157.25826454366,4689734.414410994,19.0,T
2022/02/08/11:50:45.513588,59,0,0,,42.34067666666667,-71.09821333333333,7.1,327157.25826454366,4689734.414410994,19.0,T
2022/02/08/11:50:46.497493,60,0,0,,42.34067666666667,-71.09821333333333,7.1,327157.25826454366,4689734.414410994,19.0,T
2022/02/08/11:50:47.514911,61,0,0,,42.34067666666667,-71.09821333333333,7.1,327157.25826454366,4689734.414410994,19.0,T
2022/02/08/11:50:48.529289,62,0,0,,42.34067666666667,-71.09821333333333,7.1,327157.25826454366,4689734.414410994,19.0,T
2022/02/08/11:50:49.513337,63,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:50:50.514660,64,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:50:51.514402,65,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:50:52.507753,66,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:50:53.521614,67,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:50:54.495424,68,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:50:55.514274,69,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:50:56.495847,70,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:50:57.495743,71,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:50:58.509910,72,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:50:59.495317,73,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:51:00.493771,74,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:51:01.493832,75,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:51:02.495668,76,0,0,,42.34067666666667,-71.09821166666667,7.1,327157.3955639198,4689734.411022923,19.0,T
2022/02/08/11:51:03.510851,77,0,0,,42.34067833333334,-71.09821166666667,7.1,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:04.495593,78,0,0,,42.34067833333334,-71.09821166666667,7.1,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:05.488872,79,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:06.490952,80,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:07.496252,81,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:08.510748,82,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:09.494790,83,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:10.496173,84,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:11.494915,85,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:12.489869,86,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:13.503985,87,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:14.495626,88,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:15.495565,89,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
2022/02/08/11:51:16.495525,90,0,0,,42.34067833333334,-71.09821166666667,7.0,327157.4001308226,4689734.596093756,19.0,T
